date,year,regime,policyId,economicScenarioId,source_alert_state,applied_alert_state,hedge_ratio,ccw_daily_return_pct,underlying_daily_return_pct,gross_hedged_daily_return_pct,net_hedged_daily_return_pct,unhedged_equity,gross_hedged_equity,net_hedged_equity,hedge_notional,delta_hedge_notional,required_margin,funding_daily,basis_daily,collateral_effect_daily,fee_cost,slippage_cost,funding_effect,basis_effect,collateral_effect,net_implementation_cost,net_implementation_cost_pct_of_equity
2025-01-19,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.163055,1.143528,0.163055,0.163055,1.792555,2.319348,2.246,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-20,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,1.054519,2.319677,1.054519,1.054519,1.811458,2.343806,2.269684,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-21,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-1.504516,-3.959389,-1.504516,-1.504516,1.784205,2.308543,2.235536,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-22,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,1.716184,0.895065,1.716184,1.716184,1.814825,2.348161,2.273902,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-23,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.974995,0.822388,0.974995,0.974995,1.832519,2.371056,2.296073,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-24,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-0.228445,0.735777,-0.228445,-0.228445,1.828333,2.365639,2.290827,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-25,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-0.406278,-1.110476,-0.406278,-0.406278,1.820905,2.356028,2.28152,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-26,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.283137,0.232515,0.283137,0.283137,1.826061,2.362699,2.28798,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-27,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-2.468839,-2.909934,-2.468839,-2.468839,1.780978,2.304368,2.231494,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-28,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,1.138846,0.875252,1.138846,1.138846,1.801261,2.330611,2.256907,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-29,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-0.638364,-0.757742,-0.638364,-0.638364,1.789762,2.315733,2.2425,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-30,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,3.893428,3.862232,3.893428,3.893428,1.859445,2.405895,2.32981,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-01-31,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-02,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-2.175229,-3.353841,-2.175229,-2.175229,1.818998,2.353561,2.279131,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-09,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.14018,0.130127,0.14018,0.14018,1.821548,2.35686,2.282326,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-10,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,1.124364,1.236159,1.124364,1.124364,1.842029,2.38336,2.307987,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-11,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-0.062799,-0.333251,-0.062799,-0.062799,1.840872,2.381863,2.306538,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-12,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-1.461396,-1.638854,-1.461396,-1.461396,1.813969,2.347055,2.27283,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-13,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.407864,0.367697,0.407864,0.407864,1.821368,2.356627,2.2821,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-14,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.833112,1.533765,0.833112,0.833112,1.836542,2.376261,2.301113,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-15,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.446833,0.396281,0.446833,0.446833,1.844748,2.386879,2.311395,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-16,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-0.496864,-0.69677,-0.496864,-0.496864,1.835582,2.375019,2.299911,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-17,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.011919,-0.098469,0.011919,0.011919,1.835801,2.375302,2.300185,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-18,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-1.280264,-1.47798,-1.280264,-1.280264,1.812298,2.344892,2.270736,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-19,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.409844,0.329468,0.409844,0.409844,1.819726,2.354503,2.280043,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-20,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,normal,0,1.320354,1.269689,1.320354,1.320354,1.843753,2.38559,2.310147,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-21,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.081343,1.886326,1.081343,1.081343,1.86369,2.411387,2.335128,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-22,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-1.845962,-2.308813,-1.845962,-1.845962,1.829287,2.366873,2.292022,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-23,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-0.881639,-0.980986,-0.881639,-0.881639,1.813159,2.346006,2.271815,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-24,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-0.838127,-0.967167,-0.838127,-0.838127,1.797963,2.326344,2.252774,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-25,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-8.626384,-8.68123,-8.626384,-8.626384,1.642863,2.125664,2.058441,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-26,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.536865,1.516554,1.536865,1.536865,1.668112,2.158333,2.090077,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-27,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-3.459553,-3.459553,-3.459553,-3.459553,1.610403,2.083664,2.01777,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-02-28,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-02,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-08,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-2.700717,-4.498394,-2.700717,-2.700717,1.56691,2.02739,1.963275,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-09,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,watch,0,-2.942812,-3.127627,-2.942812,-2.942812,1.520799,1.967728,1.9055,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-10,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,-2.446683,-2.524835,-1.689232,-1.729732,1.48359,1.934489,1.87254,0.57165,0.57165,0.285825,-0.0002,-0.0001,0,0.000314,0.000286,-0.000114,-0.000057,0,0.000772,0.041213
2025-03-11,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,-0.205142,-0.275047,-0.122628,-0.131628,1.480547,1.932116,1.870075,0.561762,0,0.280881,-0.0002,-0.0001,0,0,0,-0.000112,-0.000056,0,0.000169,0.009012
2025-03-12,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,1.732157,1.701625,1.22167,1.21267,1.506192,1.95572,1.892753,0.561022,0,0.280511,-0.0002,-0.0001,0,0,0,-0.000112,-0.000056,0,0.000168,0.008892
2025-03-13,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,-1.090199,-1.119875,-0.754236,-0.763236,1.489771,1.94097,1.878307,0.567826,0,0.283913,-0.0002,-0.0001,0,0,0,-0.000114,-0.000057,0,0.00017,0.009069
2025-03-14,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,0.021777,1.689655,-0.485119,-0.494119,1.490096,1.931554,1.869026,0.563492,0,0.281746,-0.0002,-0.0001,0,0,0,-0.000113,-0.000056,0,0.000169,0.009045
2025-03-15,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,1.627264,1.627264,1.139085,1.130085,1.514344,1.953556,1.890147,0.560708,0,0.280354,-0.0002,-0.0001,0,0,0,-0.000112,-0.000056,0,0.000168,0.008899
2025-03-16,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,stress,0.3,-1.485455,-2.082815,-0.860611,-0.869611,1.491849,1.936743,1.87371,0.567044,0,0.283522,-0.0002,-0.0001,0,0,0,-0.000113,-0.000057,0,0.00017,0.009079
2025-03-17,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.545427,0.393239,0.545427,0.513927,1.499986,1.947307,1.88334,0,-0.562113,0,-0.0002,-0.0001,0,0.000309,0.000281,0,0,0,0.00059,0.031339
2025-03-18,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-1.458219,-2.021766,-1.458219,-1.458219,1.478113,1.918911,1.855876,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-19,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,3.132079,3.568507,3.132079,3.132079,1.524408,1.979013,1.914004,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-20,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.748099,1.799384,1.748099,1.748099,1.551056,2.013608,1.947463,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-21,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,watch,0,-2.133043,-2.182346,-2.133043,-2.133043,1.517972,1.970656,1.905922,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-22,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,stress,0.3,0.461329,0.36021,0.353266,0.312766,1.524975,1.977618,1.911884,0.571777,0.571777,0.285888,-0.0002,-0.0001,0,0.000314,0.000286,-0.000114,-0.000057,0,0.000772,0.040374
2025-03-23,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.071615,1.122507,1.071615,1.040115,1.541316,1.998811,1.931769,0,-0.573565,0,-0.0002,-0.0001,0,0.000315,0.000287,0,0,0,0.000602,0.031176
2025-03-24,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,2.21205,3.042198,2.21205,2.21205,1.575411,2.043025,1.974501,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-25,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.399856,-0.107214,0.399856,0.399856,1.58171,2.051194,1.982396,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-26,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-0.373246,-0.674233,-0.373246,-0.373246,1.575807,2.043538,1.974997,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-27,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.075882,-0.445451,0.075882,0.075882,1.577003,2.045089,1.976496,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-03-28,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-30,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-02,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-03,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-04,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-05,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-0.656533,-0.906265,-0.656533,-0.656533,1.566649,2.031662,1.963519,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-06,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-0.641608,-0.541599,-0.641608,-0.641608,1.556597,2.018627,1.950921,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-07,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,watch,0,-3.98987,-4.432357,-3.98987,-3.98987,1.494491,1.938087,1.873082,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-08,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,stress,0.3,1.626739,1.555515,1.160085,1.119585,1.518803,1.96057,1.894053,0.561925,0.561925,0.280962,-0.0002,-0.0001,0,0.000309,0.000281,-0.000112,-0.000056,0,0.000759,0.040052
2025-04-09,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,watch,0,-2.290722,-2.36892,-2.290722,-2.322222,1.484011,1.915659,1.850069,0,-0.568216,0,-0.0002,-0.0001,0,0.000313,0.000284,0,0,0,0.000597,0.032249
2025-04-10,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,3.642795,3.611699,2.559285,2.518785,1.53807,1.964686,1.896668,0.555021,0.555021,0.27751,-0.0002,-0.0001,0,0.000305,0.000278,-0.000111,-0.000056,0,0.000749,0.039505
2025-04-11,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,0.285899,2.218013,-0.379505,-0.388505,1.542468,1.95723,1.889299,0.569,0,0.2845,-0.0002,-0.0001,0,0,0,-0.000114,-0.000057,0,0.000171,0.009035
2025-04-12,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,1.502543,2.179574,0.848671,0.839671,1.565644,1.97384,1.905163,0.56679,0,0.283395,-0.0002,-0.0001,0,0,0,-0.000113,-0.000057,0,0.00017,0.008925
2025-04-13,2025,Mixed,stress30_crisis40,CONSERVATIVE,stress,stress,0.3,-0.669828,-0.924,-0.392628,-0.401628,1.555157,1.96609,1.897511,0.571549,0,0.285774,-0.0002,-0.0001,0,0,0,-0.000114,-0.000057,0,0.000171,0.009036
2025-04-14,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,stress,0.3,0.843294,0.89493,0.574815,0.565815,1.568271,1.977392,1.908248,0.569253,0,0.284627,-0.0002,-0.0001,0,0,0,-0.000114,-0.000057,0,0.000171,0.008949
2025-04-15,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.390194,1.49413,1.390194,1.358694,1.590073,2.004881,1.934175,0,-0.572474,0,-0.0002,-0.0001,0,0.000315,0.000286,0,0,0,0.000601,0.031078
2025-04-16,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-0.202247,-2.108891,-0.202247,-0.202247,1.586858,2.000827,1.930263,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-17,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.9009,0.748941,0.9009,0.9009,1.601154,2.018852,1.947653,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-18,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.087178,0.187768,0.087178,0.087178,1.602549,2.020612,1.949351,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-19,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.068364,1.119178,1.068364,1.068364,1.619671,2.0422,1.970177,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-20,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-1.253514,-1.44181,-1.253514,-1.253514,1.599368,2.0166,1.945481,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-21,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,2.544674,3.207589,2.544674,2.544674,1.640066,2.067916,1.994987,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-22,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,2.245904,3.818918,2.245904,2.245904,1.676901,2.11436,2.039792,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-23,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.001627,3.176282,0.001627,0.001627,1.676928,2.114394,2.039826,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-24,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.386886,-0.298889,0.386886,0.386886,1.683416,2.122574,2.047717,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-04-25,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-26,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-27,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-29,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-30,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-01,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-02,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-03,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-06,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-07,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-08,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-09,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-05-10,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.281514,0.129879,0.281514,0.281514,1.688155,2.12855,2.053482,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-11,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.244097,0.345252,0.244097,0.244097,1.692276,2.133745,2.058494,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-12,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.263015,0.111484,0.263015,0.263015,1.696727,2.139357,2.063909,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-13,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.066607,-0.444961,0.066607,0.066607,1.697857,2.140782,2.065283,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-14,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,0.325403,0.255055,0.325403,0.325403,1.703382,2.147749,2.072004,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-15,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-1.521524,-1.669272,-1.521524,-1.521524,1.677464,2.11507,2.040478,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-16,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.115423,1.603216,1.115423,1.115423,1.696175,2.138662,2.063238,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-17,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-0.80481,-1.063338,-0.80481,-0.80481,1.682524,2.12145,2.046633,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-18,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.678354,1.9953,1.678354,1.678354,1.710763,2.157055,2.080982,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-19,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,-1.010405,-1.318011,-1.010405,-1.010405,1.693477,2.13526,2.059956,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-20,2025,Mixed,stress30_crisis40,CONSERVATIVE,watch,watch,0,1.023317,1.013192,1.023317,1.023317,1.710807,2.157111,2.081036,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-21,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,watch,0,2.199951,2.683677,2.199951,2.199951,1.748444,2.204566,2.126818,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-22,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,1.883255,3.445881,1.883255,1.883255,1.781371,2.246084,2.166871,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-23,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.542049,-0.976713,0.542049,0.542049,1.791027,2.258259,2.178616,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-24,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-0.849751,-1.15832,-0.849751,-0.849751,1.775808,2.239069,2.160104,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-25,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-1.110818,-1.071092,-1.110818,-1.110818,1.756082,2.214197,2.136109,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-26,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,1.957355,2.00858,1.957355,1.957355,1.790455,2.257537,2.17792,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-27,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,0.528696,0.437866,0.528696,0.528696,1.799921,2.269472,2.189435,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-28,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-1.50568,-1.850548,-1.50568,-1.50568,1.77282,2.235301,2.156469,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-29,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,-0.336081,-0.365983,-0.336081,-0.336081,1.766862,2.227789,2.149221,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
2025-05-30,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-05-31,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-06-01,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-06-02,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-06-03,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-06-04,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-06-05,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-06-06,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-06-07,2025,Mixed,stress30_crisis40,CONSERVATIVE,normal,normal,0,1.265688,1.521022,1.265688,1.265688,1.789225,2.255986,2.176424,0,0,0,-0.0002,-0.0001,0,0,0,0,0,0,0,0
